tower,sim_id,wind_speed_id,wave_hs_id,wave_tp_id,wind_seed_id,mean_wind_speed,std_wind_speed,wave_hs,wave_tp,damage_weight,action_pitch_offset_deg,action_yaw_error_deg,action_ipc_level,damage_max,damage_base_section,damage_top_section,damage_mean_section,damage_max_section_id,damage_ratio_max,controllable_share_max,power_w,power_baseline_w,thrust_n,thrust_baseline_n,ct_ratio,cp_ratio
ref,557,2,3,4,6,4.6571035,0.92222315,1.2427105,9.28213,232.33914,0.0,-30.0,0.0,2.659604e-07,2.659604e-07,2.4234803e-08,1.5924685e-07,1,1.1444311,0.114538245,1454393.2,1906006.0,529924.8,706566.4,0.75,0.76305807
ref,558,2,3,5,6,4.6571035,0.92222315,1.2427105,9.923076,232.33914,0.0,-30.0,0.0,3.6551634e-07,3.6551634e-07,2.2305182e-08,2.0670092e-07,1,1.1687027,0.1337863,1454393.2,1906006.0,529924.8,706566.4,0.75,0.76305807
ref,559,2,3,6,6,4.6571035,0.92222315,1.2427105,10.69124,232.33914,0.0,-30.0,0.0,3.302249e-07,3.302249e-07,2.8291186e-08,2.0815204e-07,1,1.1957825,0.15526144,1454393.2,1906006.0,529924.8,706566.4,0.75,0.76305807
ref,560,2,3,7,6,4.6571035,0.92222315,1.2427105,11.811968,232.33914,0.0,-30.0,0.0,2.3110832e-07,2.3110832e-07,2.289184e-08,1.381289e-07,1,1.2358046,0.18700008,1454393.2,1906006.0,529924.8,706566.4,0.75,0.76305807
ref,561,2,4,1,6,4.6571035,0.92222315,1.4394752,7.533223,232.33914,0.0,-30.0,0.0,3.774698e-07,3.774698e-07,2.6234215e-08,2.3019676e-07,1,1.0649083,0.051474236,1454393.2,1906006.0,529924.8,706566.4,0.75,0.76305807
ref,562,2,4,2,6,4.6571035,0.92222315,1.4394752,8.305609,232.33914,0.0,-30.0,0.0,3.755356e-07,3.755356e-07,2.2509898e-08,2.2084538e-07,1,1.0729047,0.057815608,1454393.2,1906006.0,529924.8,706566.4,0.75,0.76305807
ref,563,2,4,3,6,4.6571035,0.92222315,1.4394752,8.934455,232.33914,0.0,-30.0,0.0,4.612388e-07,4.612388e-07,2.4204539e-08,2.4332695e-07,1,1.0875338,0.06941698,1454393.2,1906006.0,529924.8,706566.4,0.75,0.76305807
ref,564,2,4,4,6,4.6571035,0.92222315,1.4394752,9.537786,232.33914,0.0,-30.0,0.0,3.3475396e-07,3.3475396e-07,2.7795169e-08,2.0782007e-07,1,1.1038216,0.082333624,1454393.2,1906006.0,529924.8,706566.4,0.75,0.76305807
ref,565,2,4,5,6,4.6571035,0.92222315,1.4394752,10.181785,232.33914,0.0,-30.0,0.0,3.8741035e-07,3.8741035e-07,2.3323878e-08,2.2430774e-07,1,1.1203786,0.09546385,1454393.2,1906006.0,529924.8,706566.4,0.75,0.76305807
ref,566,2,4,6,6,4.6571035,0.92222315,1.4394752,10.952437,232.33914,0.0,-30.0,0.0,2.854093e-07,2.854093e-07,2.144055e-08,1.6749047e-07,1,1.1408193,0.11167394,1454393.2,1906006.0,529924.8,706566.4,0.75,0.76305807
ref,567,2,4,7,6,4.6571035,0.92222315,1.4394752,12.074673,232.33914,0.0,-30.0,0.0,2.97963e-07,2.97963e-07,2.294231e-08,1.6909357e-07,1,1.1683142,0.13347821,1454393.2,1906006.0,529924.8,706566.4,0.75,0.76305807
ref,568,2,5,1,6,4.6571035,0.92222315,1.6603044,7.7880535,232.33914,0.0,-30.0,0.0,4.7147327e-07,4.7147327e-07,2.4730905e-08,2.7630452e-07,1,1.0445747,0.03534915,1454393.2,1906006.0,529924.8,706566.4,0.75,0.76305807
ref,569,2,5,2,6,4.6571035,0.92222315,1.6603044,8.566452,232.33914,0.0,-30.0,0.0,5.054943e-07,5.054943e-07,2.6274755e-08,2.7687938e-07,1,1.0519454,0.04119427,1454393.2,1906006.0,529924.8,706566.4,0.75,0.76305807
ref,570,2,5,3,6,4.6571035,0.92222315,1.6603044,9.1988945,232.33914,0.0,-30.0,0.0,5.131868e-07,5.131868e-07,2.6474309e-08,2.9941424e-07,1,1.0633667,0.050251625,1454393.2,1906006.0,529924.8,706566.4,0.75,0.76305807
ref,571,2,5,4,6,4.6571035,0.92222315,1.6603044,9.8046665,232.33914,0.0,-30.0,0.0,4.0922762e-07,4.0922762e-07,2.577627e-08,2.4045167e-07,1,1.0745851,0.05914819,1454393.2,1906006.0,529924.8,706566.4,0.75,0.76305807
ref,572,2,5,5,6,4.6571035,0.92222315,1.6603044,10.450261,232.33914,0.0,-30.0,0.0,3.7610502e-07,3.7610502e-07,2.1644222e-08,2.0841031e-07,1,1.0857105,0.067971036,1454393.2,1906006.0,529924.8,706566.4,0.75,0.76305807
ref,573,2,5,6,6,4.6571035,0.92222315,1.6603044,11.221538,232.33914,0.0,-30.0,0.0,3.633022e-07,3.633022e-07,2.5142702e-08,2.0870053e-07,1,1.100637,0.07980812,1454393.2,1906006.0,529924.8,706566.4,0.75,0.76305807
ref,574,2,5,7,6,4.6571035,0.92222315,1.6603044,12.34232,232.33914,0.0,-30.0,0.0,3.3749566e-07,3.3749566e-07,2.3523679e-08,1.9706805e-07,1,1.1189452,0.09432713,1454393.2,1906006.0,529924.8,706566.4,0.75,0.76305807
ref,575,2,6,1,6,4.6571035,0.92222315,1.9384179,8.09189,232.33914,0.0,-30.0,0.0,5.812702e-07,5.812702e-07,2.8228316e-08,3.2128906e-07,1,1.0294437,0.02334979,1454393.2,1906006.0,529924.8,706566.4,0.75,0.76305807
ref,576,2,6,2,6,4.6571035,0.92222315,1.9384179,8.875121,232.33914,0.0,-30.0,0.0,5.6504814e-07,5.6504814e-07,2.6358338e-08,3.2002424e-07,1,1.0366504,0.029064912,1454393.2,1906006.0,529924.8,706566.4,0.75,0.76305807
ref,577,2,6,3,6,4.6571035,0.92222315,1.9384179,9.509885,232.33914,0.0,-30.0,0.0,7.9404145e-07,7.9404145e-07,2.4820064e-08,4.2470785e-07,1,1.0443441,0.035166185,1454393.2,1906006.0,529924.8,706566.4,0.75,0.76305807
ref,578,2,6,4,6,4.6571035,0.92222315,1.9384179,10.116645,232.33914,0.0,-30.0,0.0,5.0617103e-07,5.0617103e-07,2.429175e-08,2.7691098e-07,1,1.0515178,0.04085523,1454393.2,1906006.0,529924.8,706566.4,0.75,0.76305807
ref,579,2,6,5,6,4.6571035,0.92222315,1.9384179,10.762061,232.33914,0.0,-30.0,0.0,5.3582676e-07,5.3582676e-07,2.7807044e-08,3.1633172e-07,1,1.059209,0.046954524,1454393.2,1906006.0,529924.8,706566.4,0.75,0.76305807
ref,580,2,6,6,6,4.6571035,0.92222315,1.9384179,11.531534,232.33914,0.0,-30.0,0.0,4.247982e-07,4.247982e-07,3.1778484e-08,2.4665985e-07,1,1.0689,0.05463973,1454393.2,1906006.0,529924.8,706566.4,0.75,0.76305807
ref,581,2,6,7,6,4.6571035,0.92222315,1.9384179,12.646887,232.33914,0.0,-30.0,0.0,2.9469766e-07,2.9469766e-07,2.5481137e-08,1.6938453e-07,1,1.0802304,0.06362507,1454393.2,1906006.0,529924.8,706566.4,0.75,0.76305807
ref,582,2,7,1,6,4.6571035,0.92222315,2.3682826,8.5323105,232.33914,0.0,-30.0,0.0,1.4118622e-06,1.4118622e-06,2.689669e-08,6.8258424e-07,1,1.0181843,0.014420704,1454393.2,1906006.0,529924.8,706566.4,0.75,0.76305807
ref,583,2,7,2,6,4.6571035,0.92222315,2.3682826,9.3182745,232.33914,0.0,-30.0,0.0,1.6265025e-06,1.6265025e-06,4.1272322e-08,8.4501374e-07,1,1.0233747,0.018536791,1454393.2,1906006.0,529924.8,706566.4,0.75,0.76305807
ref,584,2,7,3,6,4.6571035,0.92222315,2.3682826,9.952883,232.33914,0.0,-30.0,0.0,7.4971297e-07,7.4971297e-07,2.4836567e-08,4.0894486e-07,1,1.0277208,0.02198344,1454393.2,1906006.0,529924.8,706566.4,0.75,0.76305807
ref,585,2,7,4,6,4.6571035,0.92222315,2.3682826,10.557669,232.33914,0.0,-30.0,0.0,6.765663e-07,6.765663e-07,2.7292351e-08,3.69993e-07,1,1.0315742,0.025039364,1454393.2,1906006.0,529924.8,706566.4,0.75,0.76305807
ref,586,2,7,5,6,4.6571035,0.92222315,2.3682826,11.199149,232.33914,0.0,-30.0,0.0,5.1905397e-07,5.1905397e-07,2.8621674e-08,2.8235505e-07,1,1.036429,0.028889293,1454393.2,1906006.0,529924.8,706566.4,0.75,0.76305807
ref,587,2,7,6,6,4.6571035,0.92222315,2.3682826,11.961595,232.33914,0.0,-30.0,0.0,6.955156e-07,6.955156e-07,2.7862418e-08,4.063431e-07,1,1.041482,0.032896493,1454393.2,1906006.0,529924.8,706566.4,0.75,0.76305807
ref,588,2,7,7,6,4.6571035,0.92222315,2.3682826,13.062611,232.33914,0.0,-30.0,0.0,5.483961e-07,5.483961e-07,3.4538957e-08,3.190457e-07,1,1.0472838,0.03749749,1454393.2,1906006.0,529924.8,706566.4,0.75,0.76305807
ref,589,3,1,1,1,5.434057,1.3696417,0.8891675,6.8217683,273.8455,0.0,-30.0,0.0,1.8256103e-06,1.8256103e-06,7.250167e-08,1.1257555e-06,1,1.4318572,0.34247577,2301307.8,3015901.0,725070.44,966760.56,0.75,0.76305807
ref,590,3,1,2,1,5.434057,1.3696417,0.8891675,7.5672855,273.8455,0.0,-30.0,0.0,2.0613438e-06,2.0613438e-06,7.9326824e-08,1.2498534e-06,1,1.4692767,0.37215045,2301307.8,3015901.0,725070.44,966760.56,0.75,0.76305807
ref,591,3,1,3,1,5.434057,1.3696417,0.8891675,8.177478,273.8455,0.0,-30.0,0.0,2.2693018e-06,2.2693018e-06,8.2669786e-08,1.379363e-06,1,1.4936618,0.39148858,2301307.8,3015901.0,725070.44,966760.56,0.75,0.76305807
ref,592,3,1,4,1,5.434057,1.3696417,0.8891675,8.765438,273.8455,0.0,-30.0,0.0,2.3139123e-06,2.3139123e-06,7.7925414e-08,1.407849e-06,1,1.5463446,0.4332677,2301307.8,3015901.0,725070.44,966760.56,0.75,0.76305807
ref,593,3,1,5,1,5.434057,1.3696417,0.8891675,9.395609,273.8455,0.0,-30.0,0.0,2.4391095e-06,2.4391095e-06,8.0758106e-08,1.4340848e-06,1,1.6093459,0.4832296,2301307.8,3015901.0,725070.44,966760.56,0.75,0.76305807
ref,594,3,1,6,1,5.434057,1.3696417,0.8891675,10.152984,273.8455,0.0,-30.0,0.0,2.7909468e-06,2.7909468e-06,9.174385e-08,1.7058226e-06,1,1.6716641,0.5326498,2301307.8,3015901.0,725070.44,966760.56,0.75,0.76305807
ref,595,3,1,7,1,5.434057,1.3696417,0.8891675,11.26187,273.8455,0.0,-30.0,0.0,2.902004e-06,2.902004e-06,8.7726754e-08,1.7644201e-06,1,1.7479844,0.59317404,2301307.8,3015901.0,725070.44,966760.56,0.75,0.76305807
ref,596,3,2,1,1,5.434057,1.3696417,1.1239094,7.1416383,273.8455,0.0,-30.0,0.0,1.9019901e-06,1.9019901e-06,7.3301294e-08,1.2006345e-06,1,1.2713346,0.21517648,2301307.8,3015901.0,725070.44,966760.56,0.75,0.76305807
ref,597,3,2,2,1,5.434057,1.3696417,1.1239094,7.9011517,273.8455,0.0,-30.0,0.0,2.062688e-06,2.062688e-06,6.9674144e-08,1.2440995e-06,1,1.2962205,0.23491174,2301307.8,3015901.0,725070.44,966760.56,0.75,0.76305807
ref,598,3,2,3,1,5.434057,1.3696417,1.1239094,8.521367,273.8455,0.0,-30.0,0.0,2.3880038e-06,2.3880038e-06,6.810862e-08,1.4286284e-06,1,1.3264707,0.25890106,2301307.8,3015901.0,725070.44,966760.56,0.75,0.76305807
ref,599,3,2,4,1,5.434057,1.3696417,1.1239094,9.117864,273.8455,0.0,-30.0,0.0,2.2474933e-06,2.2474933e-06,7.2526866e-08,1.3271742e-06,1,1.3767908,0.29880637,2301307.8,3015901.0,725070.44,966760.56,0.75,0.76305807
ref,600,3,2,5,1,5.434057,1.3696417,1.1239094,9.756045,273.8455,0.0,-30.0,0.0,2.4694498e-06,2.4694498e-06,7.81585e-08,1.4688947e-06,1,1.427347,0.338899,2301307.8,3015901.0,725070.44,966760.56,0.75,0.76305807
ref,601,3,2,6,1,5.434057,1.3696417,1.1239094,10.521618,273.8455,0.0,-30.0,0.0,2.4402098e-06,2.4402098e-06,7.083062e-08,1.4534002e-06,1,1.4782952,0.3793024,2301307.8,3015901.0,725070.44,966760.56,0.75,0.76305807
ref,602,3,2,7,1,5.434057,1.3696417,1.1239094,11.639872,273.8455,0.0,-30.0,0.0,2.4370518e-06,2.4370518e-06,6.875546e-08,1.4649426e-06,1,1.5502017,0.4363264,2301307.8,3015901.0,725070.44,966760.56,0.75,0.76305807
ref,603,3,3,1,1,5.434057,1.3696417,1.3284773,7.3996058,273.8455,0.0,-30.0,0.0,1.9274798e-06,1.9274798e-06,6.505397e-08,1.1880962e-06,1,1.1862442,0.14769726,2301307.8,3015901.0,725070.44,966760.56,0.75,0.76305807
ref,604,3,3,2,1,5.434057,1.3696417,1.3284773,8.16812,273.8455,0.0,-30.0,0.0,2.0506545e-06,2.0506545e-06,6.5312165e-08,1.2317884e-06,1,1.2034492,0.16134135,2301307.8,3015901.0,725070.44,966760.56,0.75,0.76305807
ref,605,3,3,3,1,5.434057,1.3696417,1.3284773,8.794457,273.8455,0.0,-30.0,0.0,2.0749198e-06,2.0749198e-06,5.973481e-08,1.2349407e-06,1,1.2370883,0.18801813,2301307.8,3015901.0,725070.44,966760.56,0.75,0.76305807
ref,606,3,3,4,1,5.434057,1.3696417,1.3284773,9.395885,273.8455,0.0,-30.0,0.0,2.3048701e-06,2.3048701e-06,7.414022e-08,1.3944621e-06,1,1.2761497,0.21899505,2301307.8,3015901.0,725070.44,966760.56,0.75,0.76305807
ref,607,3,3,5,1,5.434057,1.3696417,1.3284773,10.03838,273.8455,0.0,-30.0,0.0,2.7333488e-06,2.7333488e-06,6.963382e-08,1.6108991e-06,1,1.3149427,0.24975908,2301307.8,3015901.0,725070.44,966760.56,0.75,0.76305807
ref,608,3,3,6,1,5.434057,1.3696417,1.3284773,10.807868,273.8455,0.0,-30.0,0.0,2.359377e-06,2.359377e-06,7.137775e-08,1.4144989e-06,1,1.3579158,0.28383797,2301307.8,3015901.0,725070.44,966760.56,0.75,0.76305807
ref,609,3,3,7,1,5.434057,1.3696417,1.3284773,11.929632,273.8455,0.0,-30.0,0.0,2.3067114e-06,2.3067114e-06,6.614834e-08,1.3888098e-06,1,1.4153949,0.3294206,2301307.8,3015901.0,725070.44,966760.56,0.75,0.76305807
ref,610,3,4,1,1,5.434057,1.3696417,1.5353351,7.645489,273.8455,0.0,-30.0,0.0,2.321429e-06,2.321429e-06,7.302788e-08,1.3700103e-06,1,1.1315006,0.10428395,2301307.8,3015901.0,725070.44,966760.56,0.75,0.76305807
ref,611,3,4,2,1,5.434057,1.3696417,1.5353351,8.420766,273.8455,0.0,-30.0,0.0,2.2221006e-06,2.2221006e-06,6.8713625e-08,1.3234592e-06,1,1.1485692,0.117819846,2301307.8,3015901.0,725070.44,966760.56,0.75,0.76305807
ref,612,3,4,3,1,5.434057,1.3696417,1.5353351,9.051391,273.8455,0.0,-30.0,0.0,2.272506e-06,2.272506e-06,7.524918e-08,1.3849443e-06,1,1.1773545,0.14064738,2301307.8,3015901.0,725070.44,966760.56,0.75,0.76305807
ref,613,3,4,4,1,5.434057,1.3696417,1.5353351,9.655982,273.8455,0.0,-30.0,0.0,2.192632e-06,2.192632e-06,6.5146054e-08,1.3024528e-06,1,1.2064499,0.16372094,2301307.8,3015901.0,725070.44,966760.56,0.75,0.76305807
ref,614,3,4,5,1,5.434057,1.3696417,1.5353351,10.300895,273.8455,0.0,-30.0,0.0,2.3289938e-06,2.3289938e-06,7.01336e-08,1.3810527e-06,1,1.2347921,0.18619716,2301307.8,3015901.0,725070.44,966760.56,0.75,0.76305807
ref,615,3,4,6,1,5.434057,1.3696417,1.5353351,11.072073,273.8455,0.0,-30.0,0.0,2.2582137e-06,2.2582137e-06,6.261504e-08,1.3246348e-06,1,1.269949,0.21407767,2301307.8,3015901.0,725070.44,966760.56,0.75,0.76305807
ref,616,3,4,7,1,5.434057,1.3696417,1.5353351,12.194033,273.8455,0.0,-30.0,0.0,2.1811552e-06,2.1811552e-06,6.648148e-08,1.3423172e-06,1,1.3133917,0.24852903,2301307.8,3015901.0,725070.44,966760.56,0.75,0.76305807
ref,617,3,5,1,1,5.434057,1.3696417,1.7669977,7.906661,273.8455,0.0,-30.0,0.0,2.4079127e-06,2.4079127e-06,7.4666595e-08,1.4439265e-06,1,1.0923936,0.07327096,2301307.8,3015901.0,725070.44,966760.56,0.75,0.76305807
ref,618,3,5,2,1,5.434057,1.3696417,1.7669977,8.687243,273.8455,0.0,-30.0,0.0,2.6081877e-06,2.6081877e-06,6.854964e-08,1.5604719e-06,1,1.1094266,0.086778626,2301307.8,3015901.0,725070.44,966760.56,0.75,0.76305807
ref,619,3,5,3,1,5.434057,1.3696417,1.7669977,9.320833,273.8455,0.0,-30.0,0.0,2.5313486e-06,2.5313486e-06,5.5898187e-08,1.4728978e-06,1,1.131643,0.10439691,2301307.8,3015901.0,725070.44,966760.56,0.75,0.76305807
ref,620,3,5,4,1,5.434057,1.3696417,1.7669977,9.927229,273.8455,0.0,-30.0,0.0,2.3890468e-06,2.3890468e-06,6.758045e-08,1.4346941e-06,1,1.1526818,0.12108124,2301307.8,3015901.0,725070.44,966760.56,0.75,0.76305807
ref,621,3,5,5,1,5.434057,1.3696417,1.7669977,10.57302,273.8455,0.0,-30.0,0.0,2.2249446e-06,2.2249446e-06,6.630492e-08,1.3620235e-06,1,1.1729753,0.13717458,2301307.8,3015901.0,725070.44,966760.56,0.75,0.76305807
ref,622,3,5,6,1,5.434057,1.3696417,1.7669977,11.343906,273.8455,0.0,-30.0,0.0,2.5455681e-06,2.5455681e-06,6.254972e-08,1.482341e-06,1,1.200248,0.15880264,2301307.8,3015901.0,725070.44,966760.56,0.75,0.76305807
ref,623,3,5,7,1,5.434057,1.3696417,1.7669977,12.463043,273.8455,0.0,-30.0,0.0,2.1577168e-06,2.1577168e-06,6.352059e-08,1.3013714e-06,1,1.2314022,0.18350886,2301307.8,3015901.0,725070.44,966760.56,0.75,0.76305807
ref,624,3,6,1,1,5.434057,1.3696417,2.0580757,8.217703,273.8455,0.0,-30.0,0.0,2.8942543e-06,2.8942543e-06,7.553634e-08,1.7016757e-06,1,1.0628808,0.049866334,2301307.8,3015901.0,725070.44,966760.56,0.75,0.76305807
ref,625,3,6,2,1,5.434057,1.3696417,2.0580757,9.002217,273.8455,0.0,-30.0,0.0,2.632667e-06,2.632667e-06,6.738429e-08,1.5515594e-06,1,1.0790381,0.06267959,2301307.8,3015901.0,725070.44,966760.56,0.75,0.76305807
ref,626,3,6,3,1,5.434057,1.3696417,2.0580757,9.637345,273.8455,0.0,-30.0,0.0,2.6183782e-06,2.6183782e-06,7.04164e-08,1.5020777e-06,1,1.0943406,0.07481489,2301307.8,3015901.0,725070.44,966760.56,0.75,0.76305807
ref,627,3,6,4,1,5.434057,1.3696417,2.0580757,10.243939,273.8455,0.0,-30.0,0.0,2.5153215e-06,2.5153215e-06,6.9717835e-08,1.4940059e-06,1,1.1081265,0.08574757,2301307.8,3015901.0,725070.44,966760.56,0.75,0.76305807
ref,628,3,6,5,1,5.434057,1.3696417,2.0580757,10.888654,273.8455,0.0,-30.0,0.0,2.5488828e-06,2.5488828e-06,6.998715e-08,1.4957914e-06,1,1.1235365,0.09796813,2301307.8,3015901.0,725070.44,966760.56,0.75,0.76305807
ref,629,3,6,6,1,5.434057,1.3696417,2.0580757,11.65663,273.8455,0.0,-30.0,0.0,2.36572e-06,2.36572e-06,5.9905965e-08,1.3842917e-06,1,1.1415284,0.112236254,2301307.8,3015901.0,725070.44,966760.56,0.75,0.76305807
ref,630,3,6,7,1,5.434057,1.3696417,2.0580757,12.768616,273.8455,0.0,-30.0,0.0,2.257243e-06,2.257243e-06,6.7920595e-08,1.3222362e-06,1,1.1620353,0.12849888,2301307.8,3015901.0,725070.44,966760.56,0.75,0.76305807
ref,631,3,7,1,1,5.434057,1.3696417,2.5067868,8.668053,273.8455,0.0,-30.0,0.0,3.5099017e-06,3.5099017e-06,6.702914e-08,1.9718575e-06,1,1.040371,0.032015394,2301307.8,3015901.0,725070.44,966760.56,0.75,0.76305807
ref,632,3,7,2,1,5.434057,1.3696417,2.5067868,9.45386,273.8455,0.0,-30.0,0.0,3.0727786e-06,3.0727786e-06,6.683515e-08,1.7222114e-06,1,1.0513668,0.040735457,2301307.8,3015901.0,725070.44,966760.56,0.75,0.76305807
ref,633,3,7,3,1,5.434057,1.3696417,2.5067868,10.08765,273.8455,0.0,-30.0,0.0,3.0436227e-06,3.0436227e-06,9.032101e-08,1.7201379e-06,1,1.0601805,0.047724977,2301307.8,3015901.0,725070.44,966760.56,0.75,0.76305807
ref,634,3,7,4,1,5.434057,1.3696417,2.5067868,10.691081,273.8455,0.0,-30.0,0.0,3.8869475e-06,3.8869475e-06,6.952839e-08,2.1101105e-06,1,1.068402,0.05424485,2301307.8,3015901.0,725070.44,966760.56,0.75,0.76305807
ref,635,3,7,5,1,5.434057,1.3696417,2.5067868,11.330537,273.8455,0.0,-30.0,0.0,2.5158333e-06,2.5158333e-06,6.324457e-08,1.4499525e-06,1,1.0780141,0.061867554,2301307.8,3015901.0,725070.44,966760.56,0.75,0.76305807
ref,636,3,7,6,1,5.434057,1.3696417,2.5067868,12.089865,273.8455,0.0,-30.0,0.0,2.8109332e-06,2.8109332e-06,5.6134148e-08,1.6121885e-06,1,1.0878402,0.06965993,2301307.8,3015901.0,725070.44,966760.56,0.75,0.76305807
ref,637,3,7,7,1,5.434057,1.3696417,2.5067868,13.1850815,273.8455,0.0,-30.0,0.0,2.5168745e-06,2.5168745e-06,6.823477e-08,1.5004749e-06,1,1.0989498,0.078470185,2301307.8,3015901.0,725070.44,966760.56,0.75,0.76305807
ref,638,3,1,1,2,5.301981,1.3754362,0.8891675,6.8217683,273.8455,0.0,-30.0,0.0,1.074639e-06,1.074639e-06,1.059904e-07,6.972232e-07,1,1.389423,0.30882415,2132805.0,2795075.8,688940.5,918587.4,0.75,0.76305807
ref,639,3,1,2,2,5.301981,1.3754362,0.8891675,7.5672855,273.8455,0.0,-30.0,0.0,1.2715775e-06,1.2715775e-06,9.602547e-08,7.796831e-07,1,1.4250505,0.3370778,2132805.0,2795075.8,688940.5,918587.4,0.75,0.76305807
ref,640,3,1,3,2,5.301981,1.3754362,0.8891675,8.177478,273.8455,0.0,-30.0,0.0,1.3401722e-06,1.3401722e-06,1.0995892e-07,8.262798e-07,1,1.4484391,0.35562572,2132805.0,2795075.8,688940.5,918587.4,0.75,0.76305807
ref,641,3,1,4,2,5.301981,1.3754362,0.8891675,8.765438,273.8455,0.0,-30.0,0.0,1.2868343e-06,1.2868343e-06,1.0957155e-07,7.9684855e-07,1,1.4994372,0.3960687,2132805.0,2795075.8,688940.5,918587.4,0.75,0.76305807
ref,642,3,1,5,2,5.301981,1.3754362,0.8891675,9.395609,273.8455,0.0,-30.0,0.0,1.5029718e-06,1.5029718e-06,1.08921775e-07,9.160505e-07,1,1.5612776,0.44511002,2132805.0,2795075.8,688940.5,918587.4,0.75,0.76305807
ref,643,3,1,6,2,5.301981,1.3754362,0.8891675,10.152984,273.8455,0.0,-30.0,0.0,1.4733187e-06,1.4733187e-06,1.08479696e-07,9.140313e-07,1,1.6233827,0.49436116,2132805.0,2795075.8,688940.5,918587.4,0.75,0.76305807
ref,644,3,1,7,2,5.301981,1.3754362,0.8891675,11.26187,273.8455,0.0,-30.0,0.0,1.4314602e-06,1.4314602e-06,1.0108043e-07,9.2152277e-07,1,1.7007402,0.555708,2132805.0,2795075.8,688940.5,918587.4,0.75,0.76305807
ref,645,3,2,1,2,5.301981,1.3754362,1.1239094,7.1416383,273.8455,0.0,-30.0,0.0,1.0729744e-06,1.0729744e-06,8.518113e-08,6.7679036e-07,1,1.2401056,0.19041099,2132805.0,2795075.8,688940.5,918587.4,0.75,0.76305807
ref,646,3,2,2,2,5.301981,1.3754362,1.1239094,7.9011517,273.8455,0.0,-30.0,0.0,1.3026627e-06,1.3026627e-06,8.844774e-08,8.207236e-07,1,1.2628882,0.20847821,2132805.0,2795075.8,688940.5,918587.4,0.75,0.76305807
ref,647,3,2,3,2,5.301981,1.3754362,1.1239094,8.521367,273.8455,0.0,-30.0,0.0,1.331131e-06,1.331131e-06,8.7573454e-08,8.2302876e-07,1,1.2907603,0.23058167,2132805.0,2795075.8,688940.5,918587.4,0.75,0.76305807
ref,648,3,2,4,2,5.301981,1.3754362,1.1239094,9.117864,273.8455,0.0,-30.0,0.0,1.24497e-06,1.24497e-06,8.2998405e-08,7.6795436e-07,1,1.3375645,0.2676987,2132805.0,2795075.8,688940.5,918587.4,0.75,0.76305807
ref,649,3,2,5,2,5.301981,1.3754362,1.1239094,9.756045,273.8455,0.0,-30.0,0.0,1.3323871e-06,1.3323871e-06,9.91004e-08,8.663898e-07,1,1.3851501,0.30543557,2132805.0,2795075.8,688940.5,918587.4,0.75,0.76305807
ref,650,3,2,6,2,5.301981,1.3754362,1.1239094,10.521618,273.8455,0.0,-30.0,0.0,1.353919e-06,1.353919e-06,1.0907421e-07,8.5674696e-07,1,1.4336847,0.34392494,2132805.0,2795075.8,688940.5,918587.4,0.75,0.76305807
ref,651,3,2,7,2,5.301981,1.3754362,1.1239094,11.639872,273.8455,0.0,-30.0,0.0,1.489497e-06,1.489497e-06,9.338591e-08,9.023118e-07,1,1.5031962,0.3990497,2132805.0,2795075.8,688940.5,918587.4,0.75,0.76305807
ref,652,3,3,1,2,5.301981,1.3754362,1.3284773,7.3996058,273.8455,0.0,-30.0,0.0,1.1607628e-06,1.1607628e-06,9.034214e-08,7.117344e-07,1,1.1631937,0.12941752,2132805.0,2795075.8,688940.5,918587.4,0.75,0.76305807
ref,653,3,3,2,2,5.301981,1.3754362,1.3284773,8.16812,273.8455,0.0,-30.0,0.0,1.2641917e-06,1.2641917e-06,7.9435736e-08,7.5524497e-07,1,1.1786233,0.14165361,2132805.0,2795075.8,688940.5,918587.4,0.75,0.76305807
ref,654,3,3,3,2,5.301981,1.3754362,1.3284773,8.794457,273.8455,0.0,-30.0,0.0,1.3455345e-06,1.3455345e-06,9.174844e-08,8.098448e-07,1,1.2089686,0.16571838,2132805.0,2795075.8,688940.5,918587.4,0.75,0.76305807
ref,655,3,3,4,2,5.301981,1.3754362,1.3284773,9.395885,273.8455,0.0,-30.0,0.0,1.2363796e-06,1.2363796e-06,8.744383e-08,7.742142e-07,1,1.2445035,0.19389865,2132805.0,2795075.8,688940.5,918587.4,0.75,0.76305807
ref,656,3,3,5,2,5.301981,1.3754362,1.3284773,10.03838,273.8455,0.0,-30.0,0.0,1.2173296e-06,1.2173296e-06,9.0328946e-08,7.495233e-07,1,1.2801154,0.22213992,2132805.0,2795075.8,688940.5,918587.4,0.75,0.76305807
ref,657,3,3,6,2,5.301981,1.3754362,1.3284773,10.807868,273.8455,0.0,-30.0,0.0,1.2561312e-06,1.2561312e-06,8.541956e-08,7.875371e-07,1,1.3199434,0.25372475,2132805.0,2795075.8,688940.5,918587.4,0.75,0.76305807
ref,658,3,3,7,2,5.301981,1.3754362,1.3284773,11.929632,273.8455,0.0,-30.0,0.0,1.3464244e-06,1.3464244e-06,9.095825e-08,8.2010104e-07,1,1.3738488,0.29647335,2132805.0,2795075.8,688940.5,918587.4,0.75,0.76305807
